638,1,0,"Seasonal Fashion, Career, Print/Pattern, Red"
639,2,-0.6,"Accessories, Special Occasion, Accessories, Pink"
641,14,-0.5,"Seasonal Fashion, Career, Footwear, Grey"
643,1,-0.6666666667,"Accessories, Special Occasion, Accessories, Pink"
646,120,0.875,"Seasonal Basics, Accessories, Solid, Orange"
647,74,0.1212121212,"Accessories, Special Occasion, Accessories, Pink"
652,2,-0.9649122807,"Seasonal Basics, Accessories, Solid, Orange"
653,23,-0.4390243902,"Seasonal Basics, Accessories, Solid, Orange"
654,10,9,"Basic, Career, Footwear, Green"
661,2,-0.8461538462,"Seasonal Fashion, Career, Footwear, White"
664,1,-0.6666666667,"Seasonal Fashion, Career, Print/Pattern, Beige"
668,142,0.5434782609,"Basic, Career, Footwear, General"
671,21,-0.8125,"Basic, Career, Footwear, Green"
672,458,-0.5224191867,"Basic, Casual, Footwear, Green"
673,33,-0.7,"Seasonal Fashion, Career, Print/Pattern, Blue"
674,409,-0.06407322654,"Basic, Career, Footwear, Purple"
675,1,-0.5,"Basic, Career, Footwear, Green"
676,102,-0.4426229508,"Footwear, Career, Footwear, Footwear"
677,1947,-0.09861111111,"Fashion, Day, Footwear, Red"
684,7,-0.125,"Seasonal Fashion, Career, Footwear, Red"
685,13,-0.2777777778,"Basic, Career, Print/Pattern, Green"
690,17,0.3076923077,"Seasonal Basics, Accessories, Solid, Orange"
692,167,-0.2643171806,"Seasonal Fashion, Day, Print/Pattern, Red"
694,106,-0.6280701754,"Basic, Career, Tonal, Blue"
696,69,-0.73046875,"Seasonal Fashion, Career, Footwear, Brown"
697,529,-0.2496453901,"Footwear, Day, Footwear, Yellow"
698,3,-0.925,"Seasonal Basics, Accessories, Solid, Orange"
700,25,-0.8858447489,"Footwear, Career, Footwear, Accessories"
702,54,-0.4905660377,"Basic, Day, Footwear, Purple"
704,1,-0.5,"Footwear, Career, Tonal, Red"
706,300,-0.09365558912,"Basic, Career, Footwear, Purple"
708,35,-0.898255814,"Seasonal Basics, Accessories, Solid, Orange"
713,1,0,"Basic, Career, Tonal, Brown"
714,138,-0.7299412916,"Basic, Day, Print/Pattern, Red"
716,100,-0.8050682261,"Seasonal Basics, Accessories, Solid, Orange"
717,180,0.07784431138,"Seasonal Basics, Accessories, Solid, Orange"
718,24,0.09090909091,"Seasonal Basics, Accessories, Solid, Orange"
720,118,3.37037037,"Basic, Day, Footwear, White"
724,598,-0.009933774834,"Seasonal Fashion, Day, Footwear, Red"
725,80,-0.4520547945,"Seasonal Fashion, Career, Print/Pattern, Beige"
728,150,0.06382978723,"Basic, Day, Print/Pattern, Beige"
729,41,-0.3970588235,"Basic, Career, Print/Pattern, Grey"
731,718,3.079545455,"Seasonal Fashion, Day, Print/Pattern, Red"
735,33,-0.08333333333,"Basic, Career, Footwear, Green"
736,20,-0.1666666667,"Seasonal Fashion, Career, Footwear, General"
738,329,-0.2737306843,"Basic, Day, Footwear, White"
739,67,1.03030303,"Accessories, Special Occasion, Accessories, Pink"
742,367,-0.1026894866,"Basic, Career, Print/Pattern, Green"
743,1,-0.8888888889,"Seasonal Fashion, Career, Print/Pattern, Beige"
746,229,0.2722222222,"Seasonal Fashion, Career, Print/Pattern, Green"
748,93,-0.5026737968,"Accessories, Special Occasion, Accessories, Pink"
749,365,3.147727273,"Seasonal Fashion, Career, Tonal, Green"
761,24,-0.25,"Seasonal Fashion, Career, Footwear, Blue"
767,57,-0.2191780822,"Accessories, Special Occasion, Accessories, Pink"
771,265,0.9485294118,"Seasonal Fashion, Career, Tonal, Accessories"
772,2,-0.3333333333,"Seasonal Basics, Accessories, Solid, Orange"
775,49,-0.6141732283,"Seasonal Fashion, Career, Print/Pattern, Red"
782,6,-0.7391304348,"Footwear, Casual, Footwear, Accessories"
786,122,-0.1812080537,"Basic, Career, Print/Pattern, Beige"
787,13,-0.95,"Seasonal Basics, Accessories, Solid, Orange"
793,538,0.1902654867,"Fashion, Career, Footwear, General"
794,4,3,"Footwear, Career, Footwear, Blue"
797,6,-0.5714285714,"Seasonal Fashion, Weekend, Tonal, White"
803,426,-0.1288343558,"Fashion, Casual, Footwear, Accessories"
809,1,-0.8333333333,"Seasonal Fashion, Career, Print/Pattern, Red"
811,127,-0.5993690852,"Seasonal Fashion, Career, Footwear, Purple"
813,983,0.7491103203,"Basic, Career, Print/Pattern, Red"
819,1,-0.5,"Basic, Career, Footwear, Brown"
822,14,-0.6585365854,"Seasonal Fashion, Day, Print/Pattern, Red"
827,37,-0.5747126437,"Footwear, Career, Print/Pattern, Green"
831,6,-0.8604651163,"Seasonal Fashion, Career, Footwear, Green"
835,883,0.2179310345,"Footwear, Career, Footwear, Blue"
840,170,-0.2511013216,"Seasonal Fashion, Day, Footwear, Blue"
841,4,-0.6666666667,"Basic, Casual, Footwear, Purple"
844,236,-0.2107023411,"Footwear, Day, Footwear, Red"
845,20,0.3333333333,"Basic, Career, Footwear, General"
849,62,-0.8502415459,"Basic, Career, Footwear, Blue"
851,65,-0.362745098,"Footwear, Casual, Footwear, Purple"
854,27,-0.8322981366,"Seasonal Fashion, Career, Tonal, Green"
859,19,0.5833333333,"Seasonal Fashion, Career, Footwear, Blue"
861,61,-0.3146067416,"Seasonal Basics, Accessories, Solid, Orange"
864,1,-0.8333333333,"Footwear, Casual, Footwear, Green"
866,7,-0.3636363636,"Basic, Career, Footwear, Brown"
873,1,-0.6666666667,"Seasonal Fashion, Career, Footwear, Green"
877,26,-0.5517241379,"Basic, Career, Footwear, Blue"
883,117,-0.7214285714,"Fashion, Career, Footwear, Red"
884,828,0.2017416546,"Seasonal Basics, Accessories, Solid, Orange"
885,34,-0.306122449,"Accessories, Special Occasion, Accessories, Pink"
892,715,0.3023679417,"Footwear, Career, Footwear, Purple"
893,107,-0.7969639469,"Basic, Career, Print/Pattern, Beige"
895,52,-0.5094339623,"Footwear, Casual, Footwear, Blue"
902,27,-0.7216494845,"Seasonal Fashion, Day, Footwear, Accessories"
906,40,-0.754601227,"Basic, Career, Print/Pattern, Red"
907,724,1.487972509,"Basic, Career, Print/Pattern, Red"
915,1,-0.6666666667,"Seasonal Fashion, Day, Print/Pattern, Red"
920,7,-0.944,"Seasonal Fashion, Career, Print/Pattern, Red"
923,28,-0.7142857143,"Seasonal Fashion, Weekend, Footwear, Green"
929,2,0,"Footwear, Day, Footwear, Green"
932,66,-0.65625,"Seasonal Fashion, Career, Print/Pattern, Beige"
934,6,-0.4,"Seasonal Fashion, Career, Footwear, Purple"
935,3,-0.7692307692,"Seasonal Fashion, Career, Footwear, Beige"
936,1,-0.6666666667,"Basic, Career, Print/Pattern, Purple"
938,3,-0.6666666667,"Seasonal Fashion, Career, Footwear, Green"
940,29,-0.3555555556,"Accessories, Special Occasion, Accessories, Pink"
943,641,-0.4493127148,"Basic, Day, Footwear, Purple"
946,14,0.1666666667,"Seasonal Basics, Accessories, Solid, Orange"
950,7,-0.9166666667,"Footwear, Casual, Footwear, General"
953,24,-0.25,"Seasonal Fashion, Career, Print/Pattern, Blue"
956,45,-0.8327137546,"Basic, Day, Footwear, Purple"
957,12,0.2,"Basic, Day, Footwear, Purple"
958,690,0.06153846154,"Fashion, Day, Footwear, Accessories"
963,4,-0.5555555556,"Basic, Career, Footwear, Blue"
964,654,0.5990220049,"Basic, Career, Tonal, Blue"
968,23,-0.5490196078,"Accessories, Special Occasion, Accessories, Pink"
969,13,0.8571428571,"Seasonal Fashion, Career, Tonal, Blue"
972,5,-0.880952381,"Accessories, Special Occasion, Accessories, Pink"
973,16,-0.05882352941,"Basic, Career, Footwear, Brown"
976,1,-0.8888888889,"Accessories, Special Occasion, Accessories, Pink"
978,222,-0.3231707317,"Footwear, Day, Footwear, Red"
983,2,-0.6,"Basic, Career, Footwear, Black"
984,9,-0.7096774194,"Seasonal Fashion, Career, Print/Pattern, General"
985,292,-0.05806451613,"Accessories, Special Occasion, Accessories, Pink"
986,239,-0.07364341085,"Basic, Career, Print/Pattern, Green"
987,510,-0.2745376956,"Footwear, Career, Tonal, Red"
988,51,-0.5853658537,"Seasonal Fashion, Career, Print/Pattern, Green"
992,437,1.241025641,"Seasonal Fashion, Career, Footwear, General"
998,8,0.3333333333,"Accessories, Special Occasion, Accessories, Pink"
1000,16,4.333333333,"Basic, Career, Footwear, Brown"
1002,2,-0.5,"Footwear, Career, Footwear, Accessories"
1008,391,-0.218,"Fashion, Day, Footwear, Accessories"
1010,2,-0.5,"Basic, Casual, Print/Pattern, Red"
1018,15,-0.0625,"Seasonal Fashion, Casual, Print/Pattern, White"
1019,87,-0.8685800604,"Footwear, Career, Footwear, Red"
1020,14,-0.2222222222,"Seasonal Fashion, Career, Tonal, Brown"
1026,42,-0.4683544304,"Seasonal Basics, Accessories, Solid, Orange"
1029,5,-0.2857142857,"Seasonal Basics, Accessories, Solid, Orange"
1031,1,0,"Seasonal Fashion, Career, Print/Pattern, White"
1035,40,-0.5348837209,"Seasonal Fashion, Career, Print/Pattern, Green"
1038,132,-0.5074626866,"Accessories, Special Occasion, Accessories, Pink"
1039,1,0,"Seasonal Fashion, Career, Print/Pattern, White"
1040,750,-0.1329479769,"Basic, Career, Footwear, Purple"
1047,104,-0.6976744186,"Basic, Career, Footwear, Green"
1053,241,-0.05118110236,"Accessories, Special Occasion, Accessories, Pink"
1062,4,-0.5555555556,"Basic, Career, Print/Pattern, Beige"
1064,1,-0.75,"Basic, Day, Print/Pattern, Beige"
1066,1,0,"Basic, Career, Tonal, Black"
1076,2,-0.3333333333,"Seasonal Basics, Accessories, Solid, Orange"
1077,12,0.2,"Footwear, Career, Footwear, General"
1078,17,-0.5,"Seasonal Basics, Accessories, Solid, Orange"
1079,54,-0.6949152542,"Footwear, Career, Footwear, Beige"
1080,1,0,"Seasonal Fashion, Weekend, Print/Pattern, Beige"
1082,311,-0.3011235955,"Fashion, Career, Footwear, Beige"
1083,4,0,"Accessories, Special Occasion, Accessories, Pink"
1088,673,-0.1930455635,"Basic, Career, Footwear, Accessories"
1089,70,-0.8016997167,"Fashion, Career, Footwear, General"
1092,477,0.317679558,"Fashion, Career, Footwear, General"
1093,27,-0.4,"Seasonal Fashion, Career, Print/Pattern, Beige"
1094,11,-0.2142857143,"Seasonal Fashion, Career, Footwear, Grey"
1099,2,-0.8,"Accessories, Special Occasion, Accessories, Pink"
1103,1547,0.1089605735,"Footwear, Career, Footwear, General"
1108,8,-0.724137931,"Basic, Career, Print/Pattern, Blue"
1109,2,-0.3333333333,"Seasonal Fashion, Day, Print/Pattern, Red"
1111,3,-0.7857142857,"Basic, Career, Footwear, Red"
1113,1,0,"Seasonal Basics, Accessories, Solid, Orange"
1114,115,-0.1085271318,"Accessories, Special Occasion, Accessories, Pink"
1117,482,-0.4766558089,"Seasonal Fashion, Career, Print/Pattern, Accessories"
1121,104,-0.3375796178,"Fashion, Day, Footwear, Yellow"
1122,290,-0.4176706827,"Basic, Day, Footwear, Beige"
1123,1,-0.5,"Basic, Career, Footwear, Brown"
1124,16,-0.5151515152,"Footwear, Casual, Footwear, Accessories"
1126,5,-0.2857142857,"Seasonal Fashion, Career, Print/Pattern, Beige"
1127,72,-0.7960339943,"Basic, Career, Footwear, Blue"
1129,286,0.6823529412,"Seasonal Fashion, Career, Print/Pattern, Accessories"
1131,1,0,"Seasonal Fashion, Career, Footwear, Red"
1132,2,-0.3333333333,"Basic, Day, Print/Pattern, Beige"
1136,339,-0.2966804979,"Basic, Day, Footwear, Brown"
1137,914,0.4600638978,"Footwear, Career, Footwear, Brown"
1138,14,-0.5483870968,"Seasonal Basics, Accessories, Solid, Orange"
1140,7,-0.125,"Fashion, Career, Footwear, General"
1144,40,0.08108108108,"Basic, Day, Footwear, General"
1145,1,-0.8333333333,"Seasonal Fashion, Career, Footwear, White"
1147,86,-0.381294964,"Basic, Career, Print/Pattern, Green"
1148,63,-0.5298507463,"Footwear, Career, Footwear, Blue"
1154,56,-0.7941176471,"Seasonal Fashion, Career, Print/Pattern, Brown"
1156,392,2.438596491,"Seasonal Fashion, Career, Print/Pattern, Beige"
1157,3,-0.7272727273,"Basic, Career, Footwear, Beige"
1160,19,-0.2962962963,"Accessories, Special Occasion, Accessories, Pink"
1168,443,-0.4342273308,"Seasonal Basics, Accessories, Solid, Orange"
1169,3,-0.25,"Accessories, Special Occasion, Accessories, Pink"
1172,4,3,"Basic, Day, Footwear, Brown"
1175,552,0.5771428571,"Basic, Career, Tonal, General"
1176,267,-0.2664835165,"Fashion, Career, Footwear, Accessories"
1178,120,-0.3406593407,"Accessories, Special Occasion, Accessories, Pink"
1179,228,-0.2137931034,"Footwear, Day, Footwear, Red"
1182,123,-0.5060240964,"Footwear, Career, Footwear, Yellow"
1183,1,0,"Accessories, Special Occasion, Accessories, Pink"
1188,15,-0.4230769231,"Seasonal Basics, Accessories, Solid, Orange"
1195,40,-0.298245614,"Accessories, Special Occasion, Accessories, Pink"
1197,2,1,"Basic, Day, Footwear, Blue"
1199,183,0.3071428571,"Accessories, Special Occasion, Accessories, Pink"
1202,10,-0.5833333333,"Accessories, Special Occasion, Accessories, Pink"
1205,1,-0.8,"Basic, Day, Print/Pattern, Red"
1211,1,-0.5,"Seasonal Basics, Accessories, Solid, Orange"
1212,16,-0.4285714286,"Accessories, Special Occasion, Accessories, Pink"
1218,55,-0.6357615894,"Basic, Day, Footwear, Blue"
1219,32,0.5238095238,"Seasonal Basics, Accessories, Solid, Orange"
1223,700,0.1419249592,"Basic, Career, Footwear, Footwear"
1224,2,0,"Basic, Day, Footwear, Purple"
1227,122,-0.024,"Seasonal Fashion, Career, Footwear, Beige"
1228,2,-0.7142857143,"Seasonal Fashion, Day, Footwear, White"
1229,1,-0.75,"Basic, Weekend, Print/Pattern, Beige"
1231,261,1.636363636,"Accessories, Special Occasion, Accessories, Pink"
1237,197,-0.645045045,"Basic, Career, Print/Pattern, Red"
1238,467,-0.06224899598,"Basic, Career, Footwear, Accessories"
1240,18,-0.3333333333,"Basic, Career, Footwear, Accessories"
1241,2,-0.6,"Footwear, Day, Footwear, General"
1242,159,-0.4517241379,"Basic, Casual, Footwear, Purple"
1243,165,-0.6052631579,"Basic, Career, Print/Pattern, Grey"
1245,55,-0.8537234043,"Seasonal Fashion, Day, Footwear, Green"
1246,481,-0.08030592734,"Basic, Day, Footwear, Green"
1249,27,-0.03571428571,"Seasonal Basics, Accessories, Solid, Orange"
1250,4,-0.6923076923,"Footwear, Day, Footwear, Blue"
1251,31,-0.243902439,"Basic, Career, Tonal, Purple"
1254,408,0.2592592593,"Footwear, Career, Footwear, Green"
1255,8,-0.5555555556,"Basic, Day, Footwear, General"
1257,338,0.4261603376,"Basic, Career, Footwear, Brown"
1258,1,-0.875,"Seasonal Basics, Accessories, Solid, Orange"
1264,42,-0.58,"Accessories, Special Occasion, Accessories, Pink"
1268,533,-0.7280612245,"Basic, Career, Print/Pattern, Beige"
1269,43,-0.5784313725,"Accessories, Special Occasion, Accessories, Pink"
1272,227,0.2971428571,"Footwear, Day, Footwear, Red"
1273,1,-0.875,"Basic, Career, Footwear, Red"
1276,2,-0.6666666667,"Seasonal Fashion, Career, Footwear, Brown"
1278,767,0.08333333333,"Basic, Day, Footwear, White"
1282,1069,0.607518797,"Footwear, Career, Footwear, General"
1286,6,-0.25,"Seasonal Basics, Accessories, Solid, Orange"
1296,76,0.3818181818,"Accessories, Special Occasion, Accessories, Pink"
1299,2,-0.8461538462,"Fashion, Casual, Footwear, Red"
1301,23,-0.7195121951,"Footwear, Career, Footwear, Grey"
